a,sigma,r0,T,swap_length,K,price,vega,volga,delta,gamma
0.363432,0.266693,0.016832,5.684481,1,0.017261,0.09351089,0.34988922,-0.02218894,-0.18161479,0.34385839
0.883187,0.012616,0.025934,3.450328,1,0.022604,0.00427358,0.15431534,3.94160366,0.01585043,0.00902698
1.175083,0.095159,0.040967,2.406207,4,0.037969,0.02539897,0.18617649,0.14542203,0.00580884,-0.01072341
0.338900,0.232630,0.021316,2.661560,4,0.024517,0.20189242,0.85862899,-0.29294097,-0.03739278,-0.27306932
1.788713,0.276063,0.009338,4.694516,2,0.010805,0.02884362,0.10945388,-0.00005768,-0.01606666,0.00894949
0.511891,0.228776,0.039888,1.698342,3,0.040005,0.11409611,0.49116307,-0.05263066,0.12694387,-0.12823105
0.394769,0.170043,0.024122,1.629543,1,0.027939,0.05001213,0.30232692,-0.00708153,0.13367543,0.05801307
1.648957,0.200173,0.006663,1.745245,1,0.006718,0.02128281,0.10607848,-0.00038361,0.00115282,-0.00310976
1.809028,0.077338,0.012506,3.322477,2,0.013355,0.00765886,0.10772923,0.00627273,-0.00363104,0.00170524
0.130716,0.090004,0.028815,2.847582,4,0.025649,0.14533351,1.52188981,-0.64309502,0.47557595,-0.81421775
0.280174,0.206817,0.046953,2.529938,1,0.039991,0.07701986,0.35412464,-0.01649652,0.03851470,-0.16225293
0.767507,0.118374,0.031838,1.188541,3,0.035261,0.03499377,0.32577506,0.01009654,0.17332931,0.42767537
1.325714,0.257355,0.019378,3.903042,2,0.019238,0.04085384,0.15808287,-0.00187462,-0.02889029,0.02040035
0.532834,0.121165,0.035972,3.789688,4,0.030737,0.07395196,0.52494508,0.01789518,-0.02786974,-0.04232972
0.314360,0.216941,0.019457,7.299481,1,0.021228,0.07943618,0.36938101,-0.02303133,-0.19352981,0.46527845
1.741398,0.298479,0.026345,4.532889,4,0.029037,0.02837905,0.10778435,0.00302926,-0.01620669,0.00925521
1.770459,0.078017,0.006366,1.404143,1,0.005516,0.00810216,0.09792065,0.00259897,0.01567606,0.01182980
0.532881,0.213826,0.001009,3.317656,3,0.001000,0.12099390,0.56133789,-0.06126220,-0.07644249,0.00027057
0.260377,0.210488,0.043500,1.769789,3,0.046191,0.16429994,0.77316505,-0.20251989,0.24220178,-0.36297840
1.807968,0.087366,0.014639,4.789039,4,0.012871,0.01317604,0.10282782,0.09913202,-0.00723256,0.00397002
0.316941,0.245234,0.009479,4.677161,2,0.008767,0.16881146,0.66992760,-0.13454741,-0.27911845,0.40710726
0.797768,0.152694,0.015249,1.003554,2,0.014618,0.04301749,0.27528995,-0.00468003,0.18314017,0.35790572
1.285585,0.076243,0.003518,5.156565,3,0.003494,0.01413421,0.18576033,-0.00079050,-0.01049436,0.00778556
0.305550,0.275559,0.011106,5.996965,1,0.011435,0.11167353,0.40111673,-0.03270609,-0.25014544,0.54692006
1.126561,0.187707,0.031722,5.441951,3,0.033130,0.03438677,0.18891029,-0.00221773,-0.02973042,0.02569859
1.994169,0.010745,0.019885,4.170004,3,0.024084,0.00000000,0.00000974,0.01659261,0.00000000,0.00000000
0.529826,0.010362,0.025025,3.868075,2,0.025240,0.00448548,0.42518571,0.00681395,0.06434458,0.49858794
1.744560,0.039581,0.036247,3.904692,4,0.037670,0.00308540,0.10246602,0.13298251,-0.00154530,0.00076888
0.920520,0.251964,0.023852,4.239543,4,0.021140,0.07480143,0.27406719,-0.00645238,-0.07047890,0.06591205
1.996794,0.111553,0.039857,2.012989,2,0.043612,0.00769036,0.08815256,0.03243642,-0.00041830,-0.00045978
0.479141,0.058071,0.034514,2.678646,3,0.032575,0.03538506,0.54947817,0.04244684,0.14673966,0.14360589
1.208099,0.172966,0.016641,1.473862,2,0.018737,0.03019704,0.18500632,0.00054953,0.03673340,0.00340986
1.172403,0.283915,0.045062,4.445899,4,0.048312,0.04685845,0.17603803,-0.00197068,-0.03808650,0.03093320
1.685341,0.095065,0.023528,6.588584,2,0.021654,0.01197199,0.10468046,0.02253288,-0.00709942,0.00420999
1.013835,0.279626,0.031371,3.775219,3,0.035684,0.05995722,0.22950472,-0.00424423,-0.04989829,0.04109970
1.915165,0.228832,0.047766,3.037245,2,0.044876,0.02378615,0.08803122,0.00610277,-0.01168561,0.00573243
1.918801,0.277598,0.042753,6.977625,2,0.051232,0.01649154,0.07526796,0.01000923,-0.00859443,0.00447894
0.240002,0.172601,0.043905,5.222218,3,0.049646,0.14957033,0.87403959,-0.32512203,-0.26091954,0.33407122
1.236773,0.206862,0.002490,4.918341,4,0.002870,0.04068476,0.20067737,-0.00242608,-0.03196631,0.02510914
0.722614,0.143560,0.044688,6.141599,1,0.044699,0.02599338,0.17847626,-0.00209691,-0.03244596,0.04035548
1.498705,0.210061,0.010860,2.645853,3,0.011261,0.03063553,0.14697839,-0.00108663,-0.01422368,0.00617595
1.963359,0.093066,0.023712,4.377414,2,0.023606,0.00872518,0.09005620,0.00085112,-0.00440108,0.00221991
1.551378,0.194610,0.002003,4.047472,3,0.002282,0.02747075,0.14328872,-0.00080375,-0.01710288,0.01064349
0.815489,0.070261,0.027644,2.329250,3,0.028311,0.02206863,0.31889006,-0.00348726,0.05168723,0.02537915
0.800763,0.182127,0.049211,3.705257,3,0.054864,0.04799665,0.28857201,-0.00147995,-0.03592818,0.02330706
1.443363,0.090391,0.021005,4.871140,4,0.023219,0.01000777,0.14249937,0.06812643,-0.00670164,0.00448605
0.953124,0.285065,0.002170,4.906557,3,0.002333,0.08025897,0.28097489,-0.01026694,-0.07924479,0.07815053
0.807380,0.168106,0.011945,2.292799,1,0.013577,0.03401308,0.20668706,-0.00209009,0.01432921,-0.02215776
0.589629,0.172765,0.002992,6.809447,2,0.002642,0.07303351,0.42025280,-0.02120302,-0.11201599,0.17127077
0.717101,0.107749,0.045102,5.182289,1,0.044970,0.02057272,0.18702583,-0.00133439,-0.02124618,0.02108748
0.151456,0.098306,0.036197,1.851023,4,0.039898,0.11943433,1.24875617,-0.37785760,0.65971982,0.79698920
0.428296,0.201913,0.032095,4.445750,2,0.032100,0.09911026,0.48291203,-0.04992066,-0.12099700,0.12094925
1.588524,0.284513,0.048094,2.357509,4,0.042170,0.04682650,0.11816876,0.02540399,-0.02138767,0.00923005
1.695339,0.183152,0.035645,3.789702,1,0.038816,0.01560882,0.09080009,0.00101361,-0.00887177,0.00504015
0.454934,0.219762,0.001605,1.191986,2,0.002058,0.09753345,0.44215944,-0.03046884,0.25334948,0.12431246
1.103099,0.027133,0.045802,4.461004,1,0.039890,0.00691636,0.10951185,1.48119080,-0.00363991,0.00141214
1.871458,0.203493,0.039653,6.183254,2,0.038253,0.01862103,0.08299890,0.00209061,-0.00994793,0.00531449
1.967402,0.197720,0.016177,5.578738,1,0.017343,0.01542970,0.08020172,0.00000420,-0.00783921,0.00398283
0.270481,0.153190,0.013063,3.618437,1,0.014085,0.06385787,0.41820928,-0.01946392,-0.00155390,-0.13807961
0.996904,0.172652,0.019034,5.534050,1,0.018279,0.02805516,0.16045645,-0.00130489,-0.02691417,0.02580231
0.279021,0.060944,0.023497,3.109611,3,0.028108,0.04917131,0.89303809,0.01978483,0.24037038,0.25015053
0.357678,0.112738,0.031417,5.606038,3,0.031681,0.07916023,0.69667935,-0.09072460,-0.09991892,0.07937549
0.646443,0.272175,0.007465,4.391973,4,0.008547,0.12881830,0.47474021,-0.05062218,-0.15310353,0.17758207
0.568248,0.281939,0.014711,5.406941,2,0.015407,0.11448103,0.40552583,-0.03572203,-0.16997346,0.25036600
0.360966,0.069898,0.011522,5.836638,1,0.013205,0.02478408,0.36527044,-0.00309766,-0.01478921,-0.02278653
1.820296,0.237699,0.002868,4.174850,4,0.002885,0.02702937,0.11328033,-0.00055335,-0.01470911,0.00800432
0.704341,0.279506,0.040902,6.122784,2,0.045919,0.07425015,0.27426645,-0.01467279,-0.09915248,0.13226864
0.904587,0.051006,0.032339,6.171142,1,0.032733,0.00819094,0.15930821,-0.00036065,-0.00801498,0.00779683
0.748774,0.295702,0.021839,3.389074,3,0.018811,0.10850151,0.35084090,-0.02335593,-0.09436155,0.07549168
0.622759,0.188398,0.018950,1.482205,4,0.015795,0.09291844,0.45635733,-0.02326741,0.17464723,-0.01309862
0.769439,0.017531,0.042280,2.952513,3,0.045525,0.00325429,0.29748821,2.74899173,0.03175350,0.19804032
1.715980,0.215487,0.028709,4.237048,3,0.028232,0.02476755,0.10925508,0.00023424,-0.01424604,0.00819371
0.860688,0.030554,0.028474,5.384012,1,0.026583,0.00634192,0.17238371,0.11748090,-0.00421428,0.00219902
1.102271,0.290647,0.014945,3.945073,3,0.016832,0.06176547,0.21934824,-0.00493270,-0.05047577,0.04109494
0.313908,0.260604,0.019501,3.124158,2,0.018989,0.16695584,0.62988174,-0.12372840,-0.11906806,-0.05744748
1.118749,0.214845,0.026681,1.580964,2,0.031578,0.03894677,0.19908920,0.00249295,0.02941796,-0.01080179
0.128091,0.284730,0.031536,3.448714,4,0.025983,0.43444943,1.29605174,-2.06272411,-0.76931071,0.87188315
1.999165,0.013637,0.017732,1.209923,4,0.021240,0.00000007,0.00008276,0.08582138,0.00000368,0.00019033
1.733365,0.178198,0.046840,3.131174,4,0.048272,0.01803723,0.10512554,0.00010750,-0.00933024,0.00480441
1.822697,0.197159,0.020045,1.745713,2,0.022168,0.01938528,0.10708658,0.00218446,-0.00032216,-0.00182326
1.586551,0.201536,0.023004,1.273679,1,0.023639,0.02153146,0.10780303,-0.00039332,0.01952253,0.00049275
0.520095,0.025626,0.025168,5.439090,1,0.021459,0.00861532,0.25908527,0.40652210,0.00739847,-0.01918738
0.318264,0.193778,0.006779,2.163772,2,0.006413,0.12198129,0.61978406,-0.07705396,0.13006394,-0.25634709
0.905788,0.025552,0.037771,2.187369,2,0.035168,0.00959130,0.22933057,1.21898389,0.06449261,0.17437318
1.779828,0.040327,0.046501,3.721882,1,0.039075,0.00777200,0.05897533,0.97624987,-0.00395329,0.00199838
0.129418,0.059658,0.035954,3.866399,2,0.040365,0.05295714,0.93478304,-0.07619786,0.25146627,-0.09874834
0.119809,0.212662,0.040510,3.172480,4,0.040535,0.32121590,1.38111329,-1.63934791,-0.28425545,-0.54815531
1.257214,0.200819,0.004636,1.571697,3,0.004173,0.03912923,0.19147708,-0.00209410,0.02498567,-0.01120282
1.805126,0.166147,0.016767,7.286285,1,0.017135,0.01421576,0.08589885,-0.00020628,-0.00787483,0.00436225
1.869027,0.236827,0.031589,1.384644,1,0.025892,0.02399052,0.08798476,0.00422098,0.00531690,-0.00382758
1.833807,0.030425,0.010032,4.209841,2,0.010739,0.00264370,0.10470499,0.08019217,-0.00134222,0.00068017
0.818797,0.168166,0.018684,1.343370,1,0.021801,0.03146632,0.19537355,-0.00064460,0.07846592,0.06469655
1.287718,0.200853,0.028539,3.695842,1,0.031032,0.02434115,0.12547851,-0.00027622,-0.01668214,0.01136726
1.938184,0.091941,0.011525,5.652046,3,0.009816,0.01161449,0.09480160,0.04995408,-0.00598749,0.00308664
1.636964,0.259828,0.044855,5.326790,2,0.054062,0.02077147,0.09978107,0.01216413,-0.01265577,0.00771098
0.947934,0.193762,0.001999,2.557214,2,0.002053,0.04975201,0.25665534,-0.00522647,-0.01037602,-0.00916331
0.656089,0.194977,0.005937,5.934920,2,0.005082,0.07354601,0.37199187,-0.01697968,-0.09964282,0.13440129
1.159440,0.139805,0.040588,1.734555,3,0.036316,0.03462945,0.19386564,0.04745872,0.03074804,-0.01288761
1.612348,0.043169,0.024304,3.018129,3,0.023678,0.00674767,0.12386280,0.09273592,-0.00167484,0.00004293
0.334845,0.071641,0.014106,4.228696,3,0.017074,0.05596537,0.83061182,-0.04450165,0.06601261,-0.18671705
1.940234,0.036686,0.031491,5.335802,2,0.036901,0.00067009,0.05266913,1.41292691,-0.00034317,0.00017576
1.134118,0.014440,0.026463,3.675565,4,0.025128,0.00668701,0.15344955,6.28184414,0.00353690,-0.00553160
1.610170,0.075682,0.039697,3.422755,1,0.047514,0.00471912,0.09147807,0.12589008,-0.00226957,0.00106436
1.611980,0.051203,0.003501,1.917086,2,0.003445,0.00678085,0.13118915,-0.00004113,0.00941714,0.00323325
1.387006,0.090171,0.033693,2.770296,2,0.031672,0.01546586,0.14436200,0.02833719,-0.00380358,-0.00039103
1.873568,0.086442,0.020844,2.515090,2,0.017911,0.01192088,0.09771948,0.07778442,-0.00367148,0.00087845
0.931313,0.241068,0.008003,4.092677,1,0.008797,0.04386723,0.18369260,-0.00246118,-0.03946168,0.03510509
0.668730,0.078625,0.002877,6.875659,1,0.002721,0.01945069,0.24651486,-0.00190425,-0.02525650,0.03255211
0.148890,0.194196,0.026798,4.626118,4,0.027523,0.30204111,1.46189833,-1.61289632,-0.59265226,0.72670001
1.109699,0.179331,0.047834,4.701243,1,0.044063,0.02490460,0.12798132,0.00198916,-0.02099562,0.01767199
1.072009,0.144040,0.026207,1.125529,1,0.029310,0.02096224,0.15443133,0.00157814,0.06997766,0.11023719
0.183904,0.142085,0.028623,3.063274,3,0.023262,0.16355175,1.07920003,-0.36287132,0.11131024,-0.71995360
1.997882,0.216476,0.012867,5.806376,2,0.010843,0.02164615,0.09023162,0.00241577,-0.01083226,0.00542077
0.901025,0.249770,0.036119,6.421344,2,0.038762,0.05246888,0.21491021,-0.00600215,-0.05703101,0.06198168
1.292088,0.136144,0.011150,5.435276,1,0.012152,0.01735902,0.13099721,-0.00008695,-0.01319599,0.01003023
1.684668,0.052106,0.010707,1.246999,4,0.009524,0.00914691,0.12046538,0.18873985,0.03850619,0.07266403
0.319274,0.040714,0.033904,3.050911,1,0.028730,0.01706566,0.35128641,0.15967885,0.12465157,0.31390023
1.400893,0.094643,0.040011,2.645287,3,0.042379,0.01219536,0.14779404,0.01884020,-0.00160485,-0.00115017
0.115996,0.227688,0.021776,3.794915,4,0.019096,0.39355677,1.53469372,-2.25296187,-0.68321490,0.53323531
0.761931,0.104582,0.038364,6.456067,2,0.037413,0.02782314,0.25417447,-0.00147353,-0.03339371,0.03996292
0.653718,0.225580,0.027526,1.367377,4,0.028969,0.09357422,0.42168680,-0.02958443,0.15796772,-0.00950106
1.440582,0.070103,0.035741,5.431950,3,0.029141,0.01972161,0.09946269,0.75372386,-0.01351808,0.00926509
0.976332,0.175610,0.015399,4.485511,1,0.016187,0.02949255,0.16982134,-0.00147205,-0.02624342,0.02318448
1.723694,0.156841,0.019305,2.388920,2,0.016147,0.02118831,0.11325210,0.01319944,-0.00738262,0.00214254
1.251650,0.178163,0.020524,1.677023,3,0.019141,0.03551304,0.18624339,0.00097892,0.02107523,-0.01145964
1.553143,0.133782,0.003507,6.498215,2,0.003025,0.01866911,0.13580059,-0.00008373,-0.01200733,0.00772272
1.827561,0.190362,0.018163,7.993070,1,0.016400,0.01656374,0.08255471,0.00052083,-0.00906321,0.00495914
1.278437,0.143469,0.040578,6.023254,1,0.038203,0.01696775,0.10942809,0.00236407,-0.01316409,0.01021286
1.120313,0.175933,0.040788,4.403033,4,0.034041,0.04614569,0.18308149,0.07467163,-0.03791166,0.03105670
1.967451,0.142498,0.031545,4.302227,4,0.035417,0.00804530,0.08408639,0.06657781,-0.00405443,0.00204319
1.409274,0.181207,0.010094,5.482607,3,0.008566,0.03063947,0.15594047,0.00224567,-0.02158401,0.01520455
1.778201,0.243672,0.036471,3.120032,3,0.040526,0.02167600,0.10407572,0.00648181,-0.01129790,0.00587701
0.993327,0.022828,0.009974,7.708281,1,0.011634,0.00310140,0.16413443,0.17229831,-0.00299953,0.00289949
1.208730,0.153647,0.024174,2.623626,4,0.022806,0.03304625,0.19383222,0.00630170,-0.00979874,-0.00041138
0.934151,0.122745,0.039249,4.850417,3,0.041663,0.02729795,0.23736802,0.00153198,-0.02484896,0.02239196
1.660178,0.143161,0.010629,1.797723,4,0.008893,0.02184441,0.12687603,0.01774994,0.00369312,-0.00431749
0.306549,0.033981,0.045041,2.264868,4,0.042786,0.03506037,0.85836792,0.46740392,0.46986434,2.92705965
1.155507,0.238053,0.018985,1.449969,1,0.017902,0.03594219,0.14815409,-0.00116326,0.02720936,-0.00964039
1.314942,0.197869,0.041215,1.260186,2,0.037687,0.03576528,0.15815684,0.00725484,0.04365555,0.00325999
0.928569,0.149893,0.031154,4.268653,2,0.030131,0.03567730,0.22960408,-0.00261169,-0.03037040,0.02525120
1.663376,0.116117,0.042388,3.235990,2,0.035367,0.02006884,0.09999101,0.14206435,-0.01053474,0.00547823
0.313534,0.149599,0.007212,3.197929,1,0.007481,0.05874147,0.39138317,-0.01488203,0.02590918,-0.13445684
0.734598,0.262161,0.012239,3.432811,4,0.011181,0.10676840,0.39749467,-0.02886471,-0.08947372,0.06659985
0.150191,0.081817,0.047133,2.800165,3,0.057587,0.08023579,1.09985852,-0.11883616,0.36925727,0.10124084
0.240090,0.240875,0.023895,1.089620,1,0.019642,0.07844254,0.31517264,-0.01201054,0.23600982,0.17631155
0.241715,0.252333,0.019519,5.274899,3,0.020117,0.25542405,0.97551024,-0.53283262,-0.57349467,1.19687748
1.930284,0.290536,0.012367,6.871336,2,0.012525,0.02720080,0.09427625,-0.00044387,-0.01409115,0.00729984
1.112822,0.100641,0.021359,1.081598,2,0.017509,0.02403581,0.19527534,0.04604042,0.11275932,0.24541928
0.206586,0.021605,0.014295,4.548547,4,0.015211,0.02952547,1.42831385,-0.03173298,0.37255916,1.98395646
1.966605,0.288652,0.021947,4.249928,3,0.021548,0.02734043,0.09225317,-0.00029777,-0.01384603,0.00701198
0.977176,0.220126,0.014520,4.862826,2,0.012471,0.05301562,0.23131983,-0.00402162,-0.05038950,0.04780335
1.221387,0.186062,0.005815,5.880323,1,0.004812,0.02696384,0.14230025,-0.00074919,-0.02185105,0.01770716
0.799466,0.076773,0.020080,5.963467,3,0.019499,0.02512982,0.31377116,-0.00033211,-0.02694234,0.02860737
1.633888,0.024149,0.022707,1.231848,3,0.021415,0.00573325,0.10945874,1.42032874,0.05243716,0.20757534
1.449013,0.018350,0.015259,4.349172,1,0.018112,0.00110491,0.10371785,1.24434185,-0.00047243,0.00018126
1.197790,0.282636,0.033612,4.898649,3,0.031452,0.05236439,0.17363000,-0.00181911,-0.04265841,0.03474445
1.970757,0.117281,0.045907,1.960552,3,0.049136,0.00834720,0.09032453,0.02960678,-0.00012979,-0.00063550
0.403435,0.172473,0.042352,2.719370,3,0.049149,0.10110752,0.62081093,-0.07850986,0.04456531,-0.17872584
1.908917,0.053843,0.044385,2.608777,1,0.053251,0.00182224,0.06740011,0.46247527,-0.00020924,-0.00005189
1.477859,0.282551,0.048068,1.309305,4,0.048160,0.04231014,0.14229769,-0.00070512,0.01973972,-0.00958855
1.918631,0.199982,0.019578,4.561719,1,0.017002,0.01773784,0.08239251,0.00117887,-0.00921070,0.00478279
1.870980,0.153094,0.026911,3.881520,3,0.029697,0.01220035,0.09719059,0.01657278,-0.00637267,0.00332807
0.978242,0.223442,0.014777,2.710532,2,0.015651,0.05260156,0.23811312,-0.00508175,-0.02225487,0.00351974
0.371243,0.078774,0.039035,3.528827,4,0.031896,0.07367840,0.75564945,0.17508860,0.09773125,-0.24410047
1.923870,0.113645,0.047348,3.241505,2,0.039277,0.01895596,0.07306560,0.22608665,-0.00923647,0.00449062
0.783074,0.105920,0.034238,6.720945,2,0.030488,0.03004115,0.25008014,0.01848791,-0.03603902,0.04317227
1.805300,0.266820,0.034347,5.404930,2,0.031570,0.02755600,0.09252447,0.00207257,-0.01524980,0.00843939
0.379770,0.066952,0.049651,3.010148,4,0.046346,0.05559849,0.71764886,0.07666047,0.17253575,-0.05044841
0.201562,0.197136,0.026240,4.367285,3,0.023332,0.22085334,1.05899251,-0.54035002,-0.33347383,0.24034835
1.687880,0.193683,0.025731,3.215536,4,0.030014,0.01671106,0.11475346,0.03272913,-0.00890781,0.00473058
1.629149,0.274885,0.011244,5.564359,1,0.009819,0.02881115,0.10213666,-0.00037326,-0.01765634,0.01082037
1.373509,0.169378,0.003358,5.879547,3,0.003736,0.02804220,0.16871178,-0.00109535,-0.02030548,0.01470322
1.254618,0.045715,0.048955,4.309420,2,0.049762,0.00700516,0.14688905,0.00325502,-0.00422568,0.00245339
1.769199,0.185457,0.007199,4.042907,1,0.008132,0.01749288,0.09653594,-0.00009604,-0.00970744,0.00538632
1.127810,0.088424,0.022234,1.364246,1,0.026852,0.01136888,0.14971900,0.02559854,0.04761539,0.10554814
1.855527,0.258487,0.045131,3.379882,1,0.047224,0.02040606,0.08044032,-0.00021704,-0.01062275,0.00552754
0.661569,0.012973,0.006011,2.444319,4,0.005014,0.00825168,0.45170322,2.36983585,0.15339638,1.46003771
0.339364,0.290944,0.010865,4.985374,1,0.012798,0.11016533,0.37774110,-0.02810249,-0.19978428,0.34467906
1.213148,0.139881,0.018538,6.890502,1,0.020688,0.01732890,0.13031974,0.00092600,-0.01422435,0.01167598
1.073446,0.120911,0.004089,3.568708,2,0.003469,0.02724511,0.22005999,-0.00147081,-0.01616905,0.00852717
1.872568,0.112103,0.048625,4.395674,1,0.046084,0.00989106,0.07403576,0.01222022,-0.00522780,0.00276296
0.833873,0.236391,0.016786,1.621768,3,0.018378,0.07302101,0.31523123,-0.01210362,0.05996228,-0.04024297
1.176700,0.082597,0.032949,2.419961,4,0.029778,0.02341837,0.18813954,0.21760526,0.00810330,-0.01119774
1.089731,0.282849,0.033792,4.266163,3,0.034357,0.05728607,0.20268042,-0.00506972,-0.04871030,0.04133679
1.375767,0.058016,0.044766,1.778859,1,0.042489,0.00846358,0.11784103,0.05545374,0.01858958,0.01260403
1.714227,0.022817,0.033996,5.388800,3,0.029873,0.01106525,0.01756012,2.71387529,-0.00640980,0.00371290
0.353551,0.086563,0.047018,6.267647,1,0.039554,0.02847424,0.29198223,0.02295615,-0.03660669,0.02915201
0.363850,0.102569,0.016377,1.523306,2,0.017578,0.05290110,0.52507228,-0.02373860,0.30674076,0.74589920
0.123285,0.186357,0.030874,3.921773,2,0.027796,0.18227547,0.94292009,-0.34597164,-0.18582398,-0.25442356
0.465200,0.055941,0.021995,6.357555,2,0.022602,0.02558756,0.46244404,-0.01102847,-0.02411699,0.01095271
0.872712,0.225330,0.029613,3.820239,3,0.029444,0.06387860,0.28015012,-0.01004212,-0.05507123,0.04588975
0.553233,0.212274,0.036560,1.612457,4,0.036740,0.10785919,0.50174761,-0.05125364,0.15147391,-0.09034925
0.558214,0.094675,0.040074,1.580125,1,0.047234,0.02065891,0.24570742,0.02164336,0.11231437,0.29798770
0.525220,0.037588,0.025146,5.659678,2,0.030342,0.01181947,0.40476885,0.46414074,0.00100503,-0.01391319
0.283108,0.290959,0.007770,1.325293,2,0.005832,0.16868079,0.56644201,-0.08945714,0.24486786,-0.21285334
0.222718,0.143663,0.038907,3.163900,4,0.036720,0.16846001,1.12056351,-0.47256333,0.06811853,-0.62898523
0.309422,0.236060,0.002722,4.828785,4,0.002618,0.25905639,1.05388224,-0.50213873,-0.46227959,0.74031746
0.696893,0.067525,0.024532,5.520091,2,0.025378,0.02075980,0.31499156,-0.00261601,-0.01958983,0.01682490
1.992848,0.293373,0.033254,6.674328,1,0.032781,0.02060617,0.06904920,-0.00019687,-0.01033978,0.00518828
